序号,采购人,合同名称,分类,理由
374,和政县住房和城乡建设局,和政县二期供热站2015-2016供暖期燃煤采购项目供销合同,协调能力,组织城市公共服务
375,积石山县公安局,积石山县公安局拘留所监控设备、AB门、巡更、对讲拾音等系统建设项目合同,合规能力,增强执法监控能力
376,国家海洋局天津海水淡化与综合利用研究所,表面等离子体共振仪购销合同,协调能力,组织海洋科学研究
377,江苏省国家税务局,江苏省国税局增值税发票系统升级版硬件设备采购合同,提取能力,增强税收征管能力
378,国家海洋局天津海水淡化与综合利用研究所,无线传感器网络模拟系统购销合同,协调能力,组织海洋科学研究
379,陕西测绘地理信息局,中央国家机关政府网上竞价采购合同,提取能力,采集测绘信息数据
380,水利部水库移民开发局,技术服务合同,协调能力,组织水利移民服务
381,国家海洋局天津海水淡化与综合利用研究所,海岛一体化海水淡化实验装置购销合同,协调能力,组织海洋科学研究
382,国家海洋局天津海水淡化与综合利用研究所,高精度PTFE膜自动拉伸定型装置购销合同,协调能力,组织海洋科学研究
383,陕西测绘地理信息局,陕西测绘地理信息局购销合同,提取能力,采集测绘信息数据
384,中华人民共和国莆田出入境检验检疫局,特定蛋白仪,合规能力,增强检验检疫能力
385,陕西测绘地理信息局,中央国家机关政府采购网上竞价合同,提取能力,采集测绘信息数据
386,人民大会堂管理局,人民大会堂客梯更新改造合同,协调能力,组织政务服务保障
387,国家海洋局天津海水淡化与综合利用研究所,海水循环冷却排放扩散装置性能监测与评估优化实验系统购销合同,协调能力,组织海洋科学研究
388,国家海洋局天津海水淡化与综合利用研究所,海水淡化交互式故障诊断系统购销合同,协调能力,组织海洋科学研究
389,国家海洋局天津海水淡化与综合利用研究所,海水淡化用非金属换热材料研究试验装置购销合同,协调能力,组织海洋科学研究
390,国家海洋局天津海水淡化与综合利用研究所,三维快速设计成型后处理系统购销合同,协调能力,组织海洋科学研究
391,人民大会堂管理局,人民大会堂消防监控大屏幕系统采购合同,协调能力,组织政务服务保障
392,国家海洋环境监测中心,中央国家机关政府采购网上竞价合同,协调能力,组织海洋环境监测
393,国家海洋局天津海水淡化与综合利用研究所,基于余热利用的海水制冰性能研究测试装置购销合同,协调能力,组织海洋科学研究
394,中华人民共和国莆田出入境检验检疫局,烘箱,合规能力,增强检验检疫能力
395,国家海洋局天津海水淡化与综合利用研究所,海水淡化多维跟踪测试装置购销合同,协调能力,组织海洋科学研究
396,中华人民共和国莆田出入境检验检疫局,超声波清洗仪,合规能力,增强检验检疫能力
397,国家海洋局天津海水淡化与综合利用研究所,完全式便携实验室购销合同,协调能力,组织海洋科学研究
398,人民大会堂管理局,人民大会堂货梯采购合同,协调能力,组织政务服务保障
399,国家海洋局天津海水淡化与综合利用研究所,海水淡化移动虚拟工作站购销合同,协调能力,组织海洋科学研究
400,人民大会堂管理局,人民大会堂大冷冻机及其附属设备采购合同,协调能力,组织政务服务保障
401,中国国际广播电台,《你好，中国》第三季第二批25集微电影委托制作协议书,协调能力,组织广播宣传服务
402,国家海洋局天津海水淡化与综合利用研究所,机械压缩蒸馏海水淡化性能测试装置购销合同,协调能力,组织海洋科学研究
403,内蒙古自治区国家税务局,内蒙古自治区国家税务局网络回溯分析系统项目合同,提取能力,增强税收征管能力
404,陕西测绘地理信息局,中央国家机关政府采购网上竞价合同,提取能力,采集测绘信息数据
405,国家海洋局天津海水淡化与综合利用研究所,智能型中空纤维膜编织及膜元件制备实验装置购销合同,协调能力,组织海洋科学研究
406,国家海洋局天津海水淡化与综合利用研究所,钢结构详图设计软件购销合同,协调能力,组织海洋科学研究
407,国家海洋局天津海水淡化与综合利用研究所,水资源配置和规划软件购销合同,协调能力,组织海洋科学研究
408,故宫博物院,故宫博物院2015年第二批打印耗材采购项目合同,协调能力,组织文化遗产保护
409,国家税务总局,国税系统财务内控信息化平台项目合同,提取能力,增强税收征管能力
410,国家税务总局,税务网站大数据分析和评估项目技术合同书,提取能力,增强税收征管能力
411,故宫博物院,故宫博物院电视机采购项目合同,协调能力,组织文化遗产保护
412,临夏市教育局,临夏州示范性综合实践基地设备二期采购项目供货合同,协调能力,组织教育公共服务
413,白银市食品检验检测中心,白银市食品检验检测中心实验室设备采购项目,合规能力,增强食品检验能力
414,故宫博物院,故宫博物院2015年第一批多功能一体机采购项目合同,协调能力,组织文化遗产保护
415,故宫博物院,故宫博物院停车场改造及景观提升工程造价咨询合同,协调能力,组织文化遗产保护
416,故宫博物院,故宫博物院零修工程合同,协调能力,组织文化遗产保护
417,临夏市教育局,临夏州示范性综合实践基地设备二期采购项目,协调能力,组织教育公共服务
418,故宫博物院,故宫博物院隆宗门外卫生间改扩建工程合同,协调能力,组织文化遗产保护
419,礼县盐官镇人民政府,礼县盐官镇工业合同(第二包),协调能力,组织乡镇产业发展
420,故宫博物院,故宫博物院碎纸机等办公设备采购项目合同,协调能力,组织文化遗产保护
421,文县农产品质量安全监督管理站,文县农产品监测站建设项目检测设备,合规能力,增强农产品检测能力
422,国家税务总局,中央国家机关政府采购协议供货合同,提取能力,增强税收征管能力
423,国家海洋环境监测中心,国家海洋环境监测中心环境噪声预测软件购销合同,协调能力,组织海洋环境监测
424,永靖县住房和城乡建设局,永靖县城市地下管网普查工程测绘合同,提取能力,采集城市管网数据
425,中国电子口岸数据中心,办公家具采购合同,提取能力,增强海关数据采集
426,海关总署物资装备采购中心,海关总署部门决算接口软件开发项目合同书,提取能力,增强海关财务管理
427,国家税务总局,金税三期工程过渡机房互联光纤链路租用项目,提取能力,增强税收征管能力
428,国家海洋环境监测中心,国家海洋环境监测中心大气模拟预测软件及技术服务合同,协调能力,组织海洋环境监测
429,蚌埠市地方税务局,土地增值税清算审核服务采购项目合同备案,提取能力,增强税收征管能力
430,兰州市疾病预防控制中心,兰州市疾病预防控制中心结核病实验室仪器设备采购项目购销合同,协调能力,组织公共卫生服务
431,国家海洋局科技司,海洋可再生能源专项资金项目任务合同书,协调能力,组织海洋科学研究
432,国家海洋局科技司,海洋可再生能源专项资金项目任务合同书,协调能力,组织海洋科学研究
433,国家海洋局科技司,海洋可再生能源专项资金项目任务合同书,协调能力,组织海洋科学研究
434,天津市国家税务局,天津市国家税务局财税库银系统技术运维服务合同,提取能力,增强税收征管能力
435,渭源县人民医院,渭源县人民医院医疗设备采购项目供货合同,协调能力,组织公共医疗服务
436,文县农村能源与农业生态环境保护工作站,文县抽渣器采购合同,协调能力,组织农村能源建设
