年份,合同名称,主要标的名称,采购人,供应商,所属行业,合同金额num_万元,capacity_label,label_confidence,label_reason
2014,西彭聚居区污水管网工程可研评估,,九龙坡区发展和改革委员会,重庆市建设项目管理有限公司,其他专业咨询,7.74,coordination,0.5,"关键词匹配(E:1,C:2,P:0)"
2014,西彭铝产业区观江路道路工程可研评估,,九龙坡区发展和改革委员会,重庆剑谊工程管理咨询有限公司,其他专业咨询,8.1,coordination,0.5,"关键词匹配(E:1,C:2,P:0)"
2014,办公桌,,区科学技术协会,重庆溢欣家具经营部,其他家具制造,0.225,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,Led灯,,九龙坡区田坝小学,宁波富洪照明科技有限公司,普通小学教育,1.28,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,汽车设备,,九龙坡区职业教育中心(中梁山矿务学校),深圳市风向标科技有限公司,中等职业学校教育,174.8,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,科普设备购销合同（劳动三村）,,区科学技术协会,上海智慧圆科普教育设备有限公司,其他科技推广和应用服务业,4.86,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,钳工平台,,九龙坡区职业教育中心(中梁山矿务学校),高新技术产业开发区华烨信电器经营部,中等职业学校教育,4.675,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,办公桌椅,,九龙坡区田坝小学,重庆杰派家具有限公司,普通小学教育,7.86,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,科技教学设备,,九龙坡区田坝小学,重庆普惠教学设备有限公司,普通小学教育,5.3434,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,含谷小学音乐器材采购合同,,九龙坡区含谷镇小学,重庆普惠教学设备有限公司,普通小学教育,0.599,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,老科协食品安全科普活动,,区科学技术协会,重庆市九龙坡区老科学技术协会,科技推广和应用服务业,0.95,coordination,0.1,默认分类（通用政府采购）
2014,电脑一台,,区科学技术协会,重庆佰中科技有限公司,其他计算机制造,0.374,coordination,0.1,默认分类（通用政府采购）
2014,含谷小学办公设备采购合同,,九龙坡区含谷镇小学,重庆拓渠科贸有限公司,普通小学教育,2.334,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,摄像头,,九龙坡区田坝小学,重庆市渝中区伟仁电子产品经营部,普通小学教育,4.4255,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,含谷小学空调采购合同,,九龙坡区含谷镇小学,重庆大方电器有限公司,普通小学教育,1.362,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,含谷小学幼儿园维修合同,,九龙坡区含谷镇小学,重庆市隆福建筑（集团）有限公司,普通小学教育,0.6,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,设备,,九龙坡区职业教育中心(中梁山矿务学校),重庆韬益商贸有限责任公司,中等职业学校教育,89.88,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,含谷小学课桌采购合同,,九龙坡区含谷镇小学,重庆鑫茂教学设备有限公司,普通小学教育,1.75,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,卫生器材,,九龙坡区田坝小学,重庆普惠教学设备有限公司,普通小学教育,1.0325,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,投影仪,,九龙坡区田坝小学,重庆迈歌商贸有限公司,普通小学教育,4.8152,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,含谷小学科学实验室装修合同,,九龙坡区含谷镇小学,重庆市隆福建筑（集团）有限公司,普通小学教育,3.0,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,理科学会购买服务合同,,区科学技术协会,重庆市九龙坡区理科学会,科学研究和技术服务业,1.6,coordination,0.1,默认分类（通用政府采购）
2014,老科协防震减灾科普活动,,区科学技术协会,重庆市九龙坡区老科学技术协会,其他科技推广和应用服务业,0.88,coordination,0.1,默认分类（通用政府采购）
2014,楼顶防水,,九龙坡区田坝小学,重庆市科鸿防水工程有限公司,普通小学教育,19.265,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,渝中花园青少年科学工作室科普设备,,区科学技术协会,重庆博知源科技有限公司,其他科技推广和应用服务业,1.701,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,劳技器材,,九龙坡区田坝小学,重庆普惠教学设备有限公司,普通小学教育,4.1034,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,三维打印机（增补）,,九龙坡区职业教育中心(中梁山矿务学校),重庆英卡机电设备有限公司,中等职业学校教育,4.99,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,电子白板,,九龙坡区田坝小学,渝中区伟仁电子产品经营部,普通小学教育,4.8152,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,科普设备购销合同（九龙花园）,,区科学技术协会,上海智慧圆科普教育设备有限公司,科技推广和应用服务业,2.57,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,理光复印机,,九龙坡区田坝小学,重庆八达电子工程有限公司,普通小学教育,1.0,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,空调,,九龙坡区田坝小学,重庆腾丰电器有限公司,普通小学教育,4.31156,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,购销合同,,九龙坡区白市驿镇二小,重庆瀚然文化传播有限公司,批发和零售业,4.3412,coordination,0.1,默认分类（通用政府采购）
2014,购销合同,,九龙坡区白市驿镇二小,重庆轩宇科技开发有限公司,批发和零售业,6.7089,coordination,0.1,默认分类（通用政府采购）
2014,多媒体,,九龙坡区和平小学,重庆中原天罡电子有限公司,普通小学教育,,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,课桌椅,,九龙坡区和平小学,重庆市澜林教学设备有限公司,普通小学教育,,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,施工合同,,九龙坡区白市驿镇二小,重庆昴顺花卉专业合作社,水利、环境和公共设施管理业,0.989,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,购销合同,,九龙坡区白市驿镇二小,重庆映美科技发展有限公司,批发和零售业,67.9,coordination,0.1,默认分类（通用政府采购）
2014,购销合同,,九龙坡区白市驿镇二小,重庆同联机电设备安装工程有限公司,批发和零售业,24.785,coordination,0.1,默认分类（通用政府采购）
2014,购销合同,,九龙坡区白市驿镇二小,高新技术产业开发区逾越电子经营部,批发和零售业,4.6,coordination,0.1,默认分类（通用政府采购）
2014,购销合同,,九龙坡区白市驿镇二小,重庆普惠教学设备有限公司,制造业,3.9068,coordination,0.1,默认分类（通用政府采购）
2014,共青团山丹县委办公用品,,共青团山丹县委,山丹县新潮文具店,其他文教办公用品制造,0.57,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,广播系统,,九龙坡区和平小学,重庆长邦科技有限公司,普通小学教育,,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,购销合同,,九龙坡区白市驿镇二小,重庆商社信息科技有限公司,批发和零售业,17.034,coordination,0.1,默认分类（通用政府采购）
2014,施工合同,,九龙坡区白市驿镇二小,重庆含谷建筑工程有限公司,建筑业,9.8807,coordination,0.75,"关键词匹配(E:0,C:1,P:0)"
2014,购销合同,,九龙坡区白市驿镇二小,重庆比菲商贸有限责任公司,批发和零售业,1.905,coordination,0.1,默认分类（通用政府采购）
2014,购销合同,,九龙坡区白市驿镇二小,重庆普惠教学设备有限公司,批发和零售业,5.953,coordination,0.1,默认分类（通用政府采购）
2014,购销合同,,九龙坡区白市驿镇二小,重庆佰中科技有限公司,计算机、通信和其他电子设备制造业,3.6,coordination,0.1,默认分类（通用政府采购）
2014,办公家具,,九龙坡区和平小学,重庆市澜林教学设备有限公司,普通小学教育,,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,图书,,九龙坡区和平小学,重庆瀚然文化传播有限公司,普通小学教育,,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,机房布线装修,,九龙坡区和平小学,重庆协康信息技术有限公司,普通小学教育,,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,办公电脑,,九龙坡区和平小学,重庆骏派商贸有限公司,普通小学教育,,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,数学科学仪器,,九龙坡区和平小学,重庆崇量科技有限公司,普通小学教育,,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,图书,,九龙坡区和平小学,重庆瀚然文化传播有限公司,普通小学教育,,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,购销合同,,九龙坡区白市驿镇二小,四川海翔教学设备有限公司,批发和零售业,48.0,coordination,0.1,默认分类（通用政府采购）
2014,科技卫生器材,,九龙坡区和平小学,重庆洋洋仪器设备有限公司,普通小学教育,,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,书籍购销合同,,区驿都实验学校(区白市驿镇一小),重庆市江北区久渝书店,书、报刊印刷,1.2,coordination,0.1,默认分类（通用政府采购）
2014,音体美器材,,九龙坡区和平小学,重庆昊睿教学用品有限责任公司,普通小学教育,,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,购销合同,,九龙坡区白市驿镇二小,高新技术产业开发区逾越电子经营部,批发和零售业,8.78,coordination,0.1,默认分类（通用政府采购）
2014,劳技器材,,九龙坡区和平小学,重庆洋洋仪器设备有限公司,普通小学教育,,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆市政府采购货物购销合同,,区驿都实验学校(区白市驿镇一小),重庆同联机电设备安装工程有限公司,家用制冷电器具制造,1.7343,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,区驿都实验学校(区白市驿镇一小),重庆拓展电子有限公司,其他电子设备制造,0.161,coordination,0.1,默认分类（通用政府采购）
2014,施工合同,,九龙坡区白市驿镇二小,重庆含谷建筑工程有限公司,建筑业,44.817081,coordination,0.75,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市一一一中学校窗帘采购合同,,重庆市一一一中学校,重庆市甬浩商贸发展有限公司,普通初中教育,9.4415,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,含谷小学体育器材采购合同,,九龙坡区含谷镇小学,重庆文友文化用品有限公司,普通小学教育,0.8835,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆市一一一中学校电梯购销合同,,重庆市一一一中学校,重庆恒通电梯有限公司,普通初中教育,15.2,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆市一一一中学多媒体、班班通、触屏电视购销合同,,重庆市一一一中学校,重庆汇锦电子工程有限公司,普通初中教育,68.055,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,重庆市一一一中学空调购销合同,,重庆市一一一中学校,重庆同联机电设备安装工程有限公司,普通初中教育,33.101,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆市一一一中学教学及办公家具购销合同,,重庆市一一一中学校,重庆得意现代家具有限公司,普通初中教育,48.998,compliance,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,功能室设备一批,,九龙坡区新凤小学校,重庆洋洋仪器设备有限公司,普通小学教育,1.6385,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,办公桌椅,,九龙坡区新凤小学校,重庆广鑫教学设备有限公司,普通小学教育,5.605,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,相机,,中共重庆市九龙坡区委老干部局,重庆灵丹科技有限公司,照相机及器材制造,0.845,coordination,0.1,默认分类（通用政府采购）
2014,电脑,,中共重庆市九龙坡区委老干部局,重庆佰中科技有限公司,计算机、软件及辅助设备零售,6.9,coordination,0.1,默认分类（通用政府采购）
2014,投影仪,,中共重庆市九龙坡区委老干部局,重庆同景办公设备有限公司,幻灯及投影设备制造,1.18,coordination,0.1,默认分类（通用政府采购）
2014,LED照明设备,,中共重庆市九龙坡区委老干部局,重庆龙大科技有限公司,照明灯具制造,10.0,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,碎纸机,,中共重庆市九龙坡区委老干部局,重庆同景办公设备有限公司,其他办公设备维修,0.135,coordination,0.1,默认分类（通用政府采购）
2014,助听器,,中共重庆市九龙坡区委老干部局,重庆逻辑声听力器械有限公司,老年人、残疾人养护服务,4.0775,coordination,0.1,默认分类（通用政府采购）
2014,体育器材,,九龙坡区新凤小学校,重庆洋洋仪器设备有限公司,普通小学教育,3.567,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,课桌凳采购,,重庆市人和中学（重庆电机厂子弟学校）,重庆昆鹏家具有限公司,制造业,10.395,coordination,0.1,默认分类（通用政府采购）
2014,管弦乐器材采购,,重庆市人和中学（重庆电机厂子弟学校）,重庆市天子之歌钢琴（集团）有限公司,文化、体育和娱乐业,8.528,coordination,0.1,默认分类（通用政府采购）
2014,管弦乐器材,,重庆市人和中学（重庆电机厂子弟学校）,重庆天子之歌钢琴(集团)有限公司,文化、体育和娱乐业,9.135,coordination,0.1,默认分类（通用政府采购）
2014,学校LED灯采购,,高新技术产业开发区巴山小学校,宁波市富鸿照明科技有限公司,其他专用设备制造,8.424,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,电脑采购,,重庆市人和中学（重庆电机厂子弟学校）,重庆佰中科技有限公司,批发和零售业,0.3772,coordination,0.1,默认分类（通用政府采购）
2014,管弦乐器材采购,,重庆市人和中学（重庆电机厂子弟学校）,重庆天子之歌钢琴(集团)有限公司,文化、体育和娱乐业,8.817,coordination,0.1,默认分类（通用政府采购）
2014,多功能室采购椅子,,高新技术产业开发区巴山小学校,重庆逸菲特家居建材有限公司,塑料家具制造,3.395,coordination,0.1,默认分类（通用政府采购）
2014,电子教室网络布线,,高新技术产业开发区巴山小学校,重庆韬涵科技有限公司,通信系统设备制造,3.3985,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,台式电脑和笔记本采购,,高新技术产业开发区巴山小学校,重庆骏派商贸有限公司,计算机制造,1.85,coordination,0.1,默认分类（通用政府采购）
2014,管弦乐器材采购,,重庆市人和中学（重庆电机厂子弟学校）,重庆天子之歌钢琴(集团)有限公司,文化、体育和娱乐业,8.52,coordination,0.1,默认分类（通用政府采购）
2014,图书及书架采购,,高新技术产业开发区巴山小学校,重庆驰誉教育科技有限公司,其他文化艺术业,3.7605,compliance,0.5,"关键词匹配(E:0,C:0,P:1)"
2014,科技、劳技室设备采购,,高新技术产业开发区巴山小学校,重庆普惠教学设备有限公司,其他批发业,8.8849,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,人和中学改扩建电梯合同,,重庆市人和中学（重庆电机厂子弟学校）,恒达富士电梯有限公司,水利、环境和公共设施管理业,33.8,coordination,0.1,默认分类（通用政府采购）
2014,钢制学生上下床,,重庆市渝西中学,重庆市洋洋仪器设备有限公司,金属家具制造,,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购购销合同,,重庆市渝西中学,重庆洋洋仪器设备有限公司,金属家具制造,,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购购销安装合同,,重庆市渝西中学,重庆辰凯科技发展有限公司,其他餐饮业,,coordination,0.1,默认分类（通用政府采购）
2014,喷墨打印机采购,,重庆市人和中学（重庆电机厂子弟学校）,重庆拓展电子有限公司,批发和零售业,0.58051,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,货物购销合同,,区驿都实验学校(区白市驿镇一小),重庆四通都成科技发展有限公司,其他互联网服务,29.132,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购购销与安装合同,,重庆市渝西中学,重庆大方电器有限公司,家用制冷电器具制造,,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购购销与安装合同,,重庆市渝西中学,重庆雪海建材商行,建筑装饰业,,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购购销与安装合同,,重庆市渝西中学,重庆洋洋仪器设备有限公司,其他家具制造,,coordination,0.1,默认分类（通用政府采购）
2014,办公室空调,,九龙坡区新凤小学校,重庆大方电器有限公司,普通小学教育,3.075,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市政府采购货物购销合同,,区驿都实验学校(区白市驿镇一小),重庆骏派商贸有限公司,计算机整机制造,5.382,coordination,0.1,默认分类（通用政府采购）
2014,合同,,九龙坡区共和小学,重庆迅耀科技有限公司,制造业,0.5724,coordination,0.1,默认分类（通用政府采购）
2014,合同,,九龙坡区共和小学,重庆迅耀科技有限公司,教育,2.69,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,合同,,九龙坡区共和小学,中国移动通信集团重庆有限公司九龙坡分公司,互联网接入及相关服务,1.9992,coordination,0.1,默认分类（通用政府采购）
2014,合同,,九龙坡区共和小学,九龙坡区中梁山安业消防器材设备经营部,安全、消防用金属制品制造,0.454,coordination,0.1,默认分类（通用政府采购）
2014,合同,,九龙坡区共和小学,重庆载志商贸有限公司,制造业,0.6024,coordination,0.1,默认分类（通用政府采购）
2014,安宁市实验学校和平校区多媒体办公设备采购项目,,安宁市实验学校,昆明昱航科技有限公司,计算机和办公设备维修,36.688,compliance,0.5,"关键词匹配(E:0,C:2,P:3)"
2014,重庆市政府采购货物购销合同,,区驿都实验学校(区白市驿镇一小),重庆得意现代家具有限公司,其他家具制造,44.666,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,区驿都实验学校(区白市驿镇一小),重庆骏派商贸有限公司,计算机整机制造,3.168,coordination,0.1,默认分类（通用政府采购）
2014,安宁市实验学校和平校区课桌椅、高台床及办公柜具,,安宁市实验学校,云南永茂家具有限公司,家具零售,23.638,compliance,0.5,"关键词匹配(E:0,C:1,P:2)"
2014,合同,,九龙坡区共和小学,重庆九龙坡区安业消防器材设备经营部,公共设施管理业,0.583,coordination,0.1,默认分类（通用政府采购）
2014,安宁市实验学校和平校区高中探究实验仪器采购项目,,安宁市实验学校,云南义强教学仪器有限公司,实验分析仪器制造,49.854,compliance,0.75,"关键词匹配(E:0,C:0,P:3)"
2014,合同,,九龙坡区共和小学,重庆渝中区伟仁电子产品经营部,其他机械设备及电子产品批发,0.82,coordination,0.1,默认分类（通用政府采购）
2014,安宁市实验学校和平校区音体美器材用品采购项目,,安宁市实验学校,安宁博大文体办公用品经营部,文化、体育用品及器材批发,22.9676,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:2)"
2014,安宁市实验学校和平校区高中通用技术仪器采购项目,,安宁市实验学校,云南义强教学仪器有限公司,教学专用仪器制造,47.9643,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:2)"
2014,重庆市政府采购货物购销合同,,区驿都实验学校(区白市驿镇一小),重庆骏派商贸有限公司,计算机整机制造,3.87,coordination,0.1,默认分类（通用政府采购）
2014,合同,,九龙坡区共和小学,重庆瀚然文化传播有限公司,教育,2.718,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,合同,,九龙坡区共和小学,重庆金田厨具工程有限公司,住宿和餐饮业,0.324,coordination,0.1,默认分类（通用政府采购）
2014,合同,,九龙坡区共和小学,重庆松龙装饰工程有限公司,建筑业,0.9,coordination,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,合同,,九龙坡区共和小学,重庆瀚然文化传播有限公司,图书、报刊零售,0.797,coordination,0.1,默认分类（通用政府采购）
2014,安宁市农产品质量安全监督管理站办公用品电子产品采购项目,,安宁市农产品质量安全监督管理站,昆明金碧办公设备有限公司,文教办公用品制造,15.758,coordination,0.6666666666666666,"关键词匹配(E:0,C:2,P:0)"
2014,合同,,九龙坡区共和小学,九龙坡区中梁山高林经营部,制造业,1.98,coordination,0.1,默认分类（通用政府采购）
2014,合同,,九龙坡区共和小学,重庆松龙装饰工程有限公司,建筑装饰业,7.5,coordination,0.1,默认分类（通用政府采购）
2014,采购相机,,重庆解放碑中央商务区管理委员会,重庆旭达科技发展有限公司,照相机及器材制造,1.245,coordination,0.1,默认分类（通用政府采购）
2014,高台县人民法院办公用品购置,,高台县人民法院,高台县佰艺文体批发部,人民法院,0.24,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,重庆市九龙坡区渝西中学校多功能室及室外背景音乐音响设备及安装项目合同,,重庆市渝西中学,重庆百倍电子技术有限公司,音响设备制造,,coordination,0.3333333333333333,"关键词匹配(E:0,C:1,P:1)"
2014,技术服务合同,,国家外汇管理局,太极计算机股份有限公司,信息传输、软件和信息技术服务业,117.0,coordination,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,设备采购,,重庆市巴南区图书馆,重庆彩恒科技有限公司,图书馆,7.526,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,设备采购,,重庆市巴南区图书馆,重庆彩恒科技有限公司,图书馆,3.39,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,购销合同,,鱼洞南区学校,重庆聚艺影视舞台设备有限公司,普通初中教育,9.2,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆市政府采购货物购销合同,,鱼洞南区学校,重庆彩恒科技有限公司,普通初中教育,9.9,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,办公家具采购合同,,鱼洞南区学校,巴南区中润良品家具经营部,普通初中教育,9.2,coordination,0.4,"关键词匹配(E:0,C:2,P:0)"
2014,科技功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,2.1099,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,美术功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,1.100295,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,音乐功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,0.8206,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,教学仪器设备项目,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,1.6135,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,卫生功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,0.7964,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,体育功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,5.0253,compliance,0.6,"关键词匹配(E:0,C:1,P:1)"
2014,劳技功能室活动器材（械）设施设备,,九龙坡区天宝实验学校,重庆洋洋仪器设备有限公司,普通初中教育,3.145454,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,管乐团乐器采购,,九龙坡区天宝实验学校,重庆市天子之歌钢琴（集团）有限公司,普通初中教育,8.52,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,管乐团乐器采购,,九龙坡区天宝实验学校,重庆市天子之歌钢琴（集团）有限公司,普通初中教育,8.817,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,管乐团乐器采购,,九龙坡区天宝实验学校,重庆市天子之歌钢琴（集团）有限公司,普通初中教育,8.528,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆市政府采购货物购销合同,,鱼洞街道,重庆酷瑞科技有限公司,综合事务管理机构,1.72,coordination,0.1,默认分类（通用政府采购）
2014,巴南区双河口镇中心小学校厕所维修工程合同,,双河中心小学,重庆巴城建筑工程有限公司,普通小学教育,9.1,compliance,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,重庆市巴南区双河口镇中心小学校校门工程施工合同,,双河中心小学,重庆凯旭建设工程有限公司,普通小学教育,7.86,compliance,0.5,"关键词匹配(E:0,C:2,P:1)"
2014,重庆市政府采购购销合同,,重庆市巴南区界石镇人民政府,重庆瑞原汽车销售有限公司,汽车零售,9.19,coordination,0.1,默认分类（通用政府采购）
2014,投影仪,,惠民中心小学,重庆志向科技有限公司(盖章),普通小学教育,0.45,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,重庆市政府采购货物购销合同,,重庆市巴南区界石镇人民政府,重庆迅歌科技有限公司,计算机、软件及辅助设备零售,1.6,coordination,0.1,默认分类（通用政府采购）
2014,采购激光打印机,,惠民东永小学,重庆彩恒科技有限公司,计算机、软件及辅助设备零售,0.345,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,李家沱片区D线-龙洲湾片区雨污分流工程泵站项目合同,,城市管理局,重庆博高科技有限公司,污水处理及其再生利用,50.4512,coordination,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市政府采购货物销售合同,,城市管理局,重庆市正欧科技有限公司,计算机、软件及辅助设备零售,0.55,coordination,0.1,默认分类（通用政府采购）
2014,李家沱小学佳能数码相机采购,,李家沱小学,重庆彩恒科技有限公司,普通小学教育,0.604,compliance,0.6666666666666666,"关键词匹配(E:0,C:0,P:0)"
2014,购销合同,,鱼洞街道,重庆腾龙体育设施有限公司,综合事务管理机构,1.476,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,巴南区固体废弃物运输有限公司,重庆耐德新明和工业有限公司,汽车整车制造,261.5,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,2.143,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,1.26,coordination,0.1,默认分类（通用政府采购）
2014,教学辅导资料采购协议,,教委,重庆新华传媒有限公司巴南新华书店,教育,95.0,compliance,0.75,"关键词匹配(E:0,C:0,P:1)"
2014,施工合同书,,一品初中,重庆元泰建筑安装工程有限公司,普通初中教育,4.5,compliance,0.5,"关键词匹配(E:0,C:1,P:0)"
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,3.856,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,1.174,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,1.68,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,0.45,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,0.46,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆世纪行环境工程有限公司,制冷、空调设备制造,1.5264,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,3.12,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,0.125,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆市巴南区自行车贸易公司,制冷、空调设备制造,1.92,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆市巴南区自行车贸易公司,制冷、空调设备制造,1.0,coordination,0.1,默认分类（通用政府采购）
2014,重庆市政府采购货物购销合同,,木洞镇,重庆彩恒科技有限公司,计算机、通信和其他电子设备制造业,0.228,coordination,0.1,默认分类（通用政府采购）
