年份,合同名称,详情链接,签订时间,发布时间,采购人,供应商,合同编号,项目编号,采购人地址,采购人联系方式,供应商地址,供应商联系方式,主要标的名称,规格型号或服务要求,主要标的数量,主要标的单价,合同金额,履约期限和地点等简要信息,采购方式,所属地域,所属行业,代理机构,合同签订日期,合同公告日期,合同金额num_万元,id,采购人_纬度,采购人_经度,采购人_省,采购人_省代码,采购人_市,采购人_市代码,采购人_县,采购人_县代码,供应商_纬度,供应商_经度,供应商_省,供应商_省代码,供应商_市,供应商_市代码,供应商_县,供应商_县代码,text,预测分类
2014,合肥滨湖新区牛角大圩农村环境连片综合整治—农村生活垃圾收集与清运工程设备采购第1包,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a95136ecf20151a41fc320185e?contractSign=0,2014-12-18,2015-12-02,合肥印象包河旅游开发管理有限公司,劲旅环境科技有限公司,2014CGBZ2528-1-001,2014CGBZ2528-1,,,,,,,,,25.041000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-12-18,2014-12-18,25.041,2.372069e+06,31.8140366261458,117.206976891742,安徽省,340000.0,合肥市,340100.0,蜀山区,340104.0,33.1149667184842,117.861150922606,安徽省,340000,蚌埠市,340300,五河县,340322,合肥印象包河旅游开发管理有限公司 合肥滨湖新区牛角大圩农村环境连片综合整治—农村生活垃圾收集与清运工程设备采购第1包,协调能力
2014,甘肃省第三人民医院腹腔镜等医疗设备采购项目合同书,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a953871d3a01538968f50e2eca?contractSign=0,2014-12-22,2015-12-03,甘肃省第三人民医院,甘肃瑞欣医疗科技有限公司,GJ151013570/003,CEITCL-GS-ZCHW-151007,,,,,,,,,177.200000万元,,,甘肃省,卫生和社会工作,甘肃中经国际招投标有限公司,2014-12-22,2014-12-22,177.2,2.37207e+06,36.046481332437,103.883587985971,甘肃省,620000.0,兰州市,620100.0,城关区,620102.0,36.0545928801287,103.833065422838,甘肃省,620000,兰州市,620100,城关区,620102,甘肃省第三人民医院 甘肃省第三人民医院腹腔镜等医疗设备采购项目合同书,协调能力
2014,凉州区2015年旱作物农业起垄覆膜农机具采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a953871d3a01538971524836cf?contractSign=0,2014-04-15,2015-12-16,凉州区农业技术推广中心,甘肃洮河拖拉机制造有限公司,LZQNJZX2015-02,LZQNJZX2015-02,,,,,,,,,28.664000万元,,,甘肃省武威市,拖拉机制造,凉州区农业技术推广中心,2014-04-15,2014-04-15,28.664,2.372071e+06,37.934397130122,102.617668720426,甘肃省,620000.0,武威市,620600.0,凉州区,620602.0,35.3958407973116,103.860602541825,甘肃省,620000,定西市,621100,临洮县,621124,凉州区农业技术推广中心 凉州区2015年旱作物农业起垄覆膜农机具采购项目,协调能力
2014,安徽大学中外文纸质图书第1包,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa51372b630151c337c56d0da0?contractSign=0,2014-05-29,2015-12-21,安徽大学,湖北三新文化传媒有限公司,2015HACZ1037-1-002,2015HACZ1037-1,,,,,,,,,43.000000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-05-29,2014-05-29,43.0,2.372072e+06,31.7678526281484,117.179696664646,安徽省,340000.0,合肥市,340100.0,蜀山区,340104.0,32.4462885733737,116.637163080398,安徽省,340000,淮南市,340400,寿县,340422,安徽大学 安徽大学中外文纸质图书第1包,协调能力
2014,凉州区2015年吴家井高标准农田建设工程项目三包,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9538dc16901538dca10db0203?contractSign=0,2014-08-20,2015-12-25,凉州区农业综合开发办公室,酒泉加银水电工程有限公司,LZQGBZ-2015-03,LZQGBZ-2015-03,,,,,,,,,337.092900万元,,,甘肃省武威市,提供施工设备服务,甘肃中金国际招标有限公司,2014-08-20,2014-08-20,337.0929,2.372073e+06,37.9280090221393,102.640273772541,甘肃省,620000.0,武威市,620600.0,凉州区,620602.0,37.9282150014457,102.636283078931,甘肃省,620000,武威市,620600,凉州区,620602,凉州区农业综合开发办公室 凉州区2015年吴家井高标准农田建设工程项目三包,协调能力
2014,建发（上海）有限公司进口合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a95136ecf20151f25a76a12bfa?contractSign=0,2014-01-27,2015-12-30,中国科学院上海药物研究所,Jiangweninternationaltr...,VISH150150E(YW),STC15A002/01,,,,,,,,,,,,上海市浦东新区,科学研究和技术服务业,上海中招招标有限公司,2014-01-27,2014-01-27,,2.372074e+06,31.2095885429646,121.588075245295,上海市,310000.0,上海市,310000.0,浦东新区,310115.0,31.2232445301968,121.539715957176,上海市,310000,上海市,310000,浦东新区,310115,中国科学院上海药物研究所 建发（上海）有限公司进口合同,协调能力
2014,2.4米望远镜配置IFU,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa51372b630151f177334a1d86?contractSign=0,2014-11-19,2015-12-30,中国科学院上海天文台,美国德克萨斯大学,无,无,,,,,,,,,700.000000万元,,,上海市,科学研究和技术服务业,中国科学院上海天文台,2014-11-19,2014-11-19,700.0,2.372075e+06,31.1907021309575,121.429724174002,上海市,310000.0,上海市,310000.0,徐汇区,310104.0,31.2319438199157,121.469477777859,上海市,310000,上海市,310000,黄浦区,310101,中国科学院上海天文台 2.4米望远镜配置IFU,协调能力
2014,安徽大学艺术与传媒学院图书、教学设备采购第1包,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a95136ecf20151f20e258e2baf?contractSign=0,2014-11-17,2015-12-30,安徽大学艺术与传媒学院,安徽新华传媒股份有限公司,2015HACZ0597-1-001,2015HACZ0597-1,,,,,,,,,45.000000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-11-17,2014-11-17,45.0,2.372076e+06,31.7678526281484,117.179696664646,安徽省,340000.0,合肥市,340100.0,蜀山区,340104.0,38.0501354070637,114.456817377125,河北省,130000,石家庄市,130100,新华区,130105,安徽大学艺术与传媒学院 安徽大学艺术与传媒学院图书、教学设备采购第1包,协调能力
2014,合肥市庐阳区和瑶海区基层医疗机构联合体药品带量采购配送企业服务第6包,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa51372b630152107d3ba220e6?contractSign=0,2014-12-31,2016-01-05,合肥市庐阳区卫生和计划生育局、合肥市瑶海区卫生局,合肥亿帆生物医药有限公司,2015FLCZ5269-6-001,2015FLCZ5269-6,,,,,,,,,130.350000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-12-31,2014-12-31,130.35,2.372077e+06,31.9006934962835,117.249399608551,安徽省,340000.0,合肥市,340100.0,庐阳区,340103.0,31.7602327086176,117.20854256274,安徽省,340000,合肥市,340100,肥西县,340123,合肥市庐阳区卫生和计划生育局、合肥市瑶海区卫生局 合肥市庐阳区和瑶海区基层医疗机构联合体药品带量采购配送企业服务第6包,协调能力
2014,S105合马路路面大修工程监理,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa521125de01521491cd240044?contractSign=0,2014-12-18,2016-01-06,合肥市公路管理局（合肥市公路路政支队）,济南市建设监理有限公司,2015BFCC5276-001,2015BFCC5276,,,,,,,,,51.000000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-12-18,2014-12-18,51.0,2.372078e+06,31.2652883574015,117.278894528552,安徽省,340000.0,合肥市,340100.0,庐江县,340124.0,36.6421907713604,117.085654564932,山东省,370000,济南市,370100,历下区,370102,合肥市公路管理局（合肥市公路路政支队） S105合马路路面大修工程监理,协调能力
2014,庐阳区2015-2017年度常用办公家具定点单位,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa527d406b015285c6c68100f7?contractSign=0,2014-12-31,2016-01-07,合肥市庐阳区财政局,合肥琥珀家具有限责任公司,2015HLCZ1343-003,2015HLCZ1343,,,,,,,,,4.314000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-12-31,2014-12-31,4.314,2.372079e+06,31.8807337081449,117.259472974543,安徽省,340000.0,合肥市,340100.0,庐阳区,340103.0,31.9017009674685,117.42253805363,安徽省,340000,合肥市,340100,肥东县,340122,合肥市庐阳区财政局 庐阳区2015-2017年度常用办公家具定点单位,协调能力
2014,甘肃省统计局甘肃省统计地理信息系统二期项目合同协议书,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9538dc16901538dd764fb0a86?contractSign=0,2014-12-18,2016-01-07,甘肃省统计局,甘肃丰泽汇信息科技有限公司,GJGK2015276,GJGK2015276,,,,,,,,,242.700000万元,,,甘肃省,信息传输、软件和信息技术服务业,甘肃省公共资源交易局,2014-12-18,2014-12-18,242.7,2.37208e+06,40.1445833616732,117.105637672791,北京市,110000.0,北京市,110000.0,平谷区,110117.0,36.0597116681287,103.823579666472,甘肃省,620000,兰州市,620100,城关区,620102,甘肃省统计局 甘肃省统计局甘肃省统计地理信息系统二期项目合同协议书,协调能力
2014,合肥市轨道交通2号线火灾自动报警系统及气体灭火系统集成,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa521125de01522026f5ce0399?contractSign=0,2014-12-08,2016-01-08,合肥城市轨道交通有限公司,太通建设有限公司,2015HFCZ3319-001,2015HFCZ3319,,,,,,,,,7098.080000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-12-08,2014-12-08,7098.08,2.372081e+06,31.6944880266107,117.271112015969,安徽省,340000.0,合肥市,340100.0,包河区,340111.0,31.7417599435375,117.334450224493,安徽省,340000,合肥市,340100,包河区,340111,合肥城市轨道交通有限公司 合肥市轨道交通2号线火灾自动报警系统及气体灭火系统集成,协调能力
2014,庐阳工业区荣城南苑二期绿色建筑设计,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa521125de0152385beac6063b?contractSign=0,2014-12-03,2016-01-12,合肥庐阳工业区建设投资有限公司,中铁合肥建筑市政工程设计研究院有限公司,2015BLCZ4791-001,2015BLCZ4791,,,,,,,,,18.000000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-12-03,2014-12-03,18.0,2.372082e+06,31.9211269320343,117.276884207138,安徽省,340000.0,合肥市,340100.0,庐阳区,340103.0,31.8828496834193,117.285714397529,安徽省,340000,合肥市,340100,瑶海区,340102,合肥庐阳工业区建设投资有限公司 庐阳工业区荣城南苑二期绿色建筑设计,协调能力
2014,合肥市新站区2015支网（天网新站支网）视频监控系统工程监理,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9521117df015252238dfe0463?contractSign=0,2014-09-22,2016-01-12,合肥新创投资控股有限公司,合肥信息工程监理咨询有限公司,2015FXCZ2996-001,2015FXCZ2996,,,,,,,,,52.880000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-09-22,2014-09-22,52.88,2.372083e+06,31.9347365883017,117.372736545615,安徽省,340000.0,合肥市,340100.0,瑶海区,340102.0,31.7792233409744,117.179629585888,安徽省,340000,合肥市,340100,蜀山区,340104,合肥新创投资控股有限公司 合肥市新站区2015支网（天网新站支网）视频监控系统工程监理,协调能力
2014,瑶海区文化艺术中心和公共卫生中心锅炉设备采购安装,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa521125de01523d9d9be00765?contractSign=0,2014-12-15,2016-01-13,合肥市瑶海区城建投资有限公司,安阳市福士德锅炉有限责任公司,2015HYCZ2952-001,2015HYCZ2952,,,,,,,,,57.800000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-12-15,2014-12-15,57.8,2.372084e+06,31.8600550793495,117.303424011213,安徽省,340000.0,合肥市,340100.0,瑶海区,340102.0,35.8288733389706,114.315588938244,河南省,410000,安阳市,410500,汤阴县,410523,合肥市瑶海区城建投资有限公司 瑶海区文化艺术中心和公共卫生中心锅炉设备采购安装,协调能力
2014,合肥高新区创新产业园D8众创空间家具采购,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a952f714f60152f81591d60065?contractSign=0,2014-12-25,2016-01-14,合肥高新创业园管理有限公司,合肥琥珀家具有限责任公司,2015HGCZ4951-001,2015HGCZ4951,,,,,,,,,57.641500万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-12-25,2014-12-25,57.6415,2.372085e+06,31.8562156778139,117.204283845041,安徽省,340000.0,合肥市,340100.0,蜀山区,340104.0,31.9017009674685,117.42253805363,安徽省,340000,合肥市,340100,肥东县,340122,合肥高新创业园管理有限公司 合肥高新区创新产业园D8众创空间家具采购,协调能力
2014,合肥市重点工程建设管理局建设资金托管银行战略合作招标,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9521117df01525dc2e4e00601?contractSign=0,2014-12-18,2016-01-20,合肥市重点工程建设管理局,合肥科技农村商业银行股份有限公司,2014CGAZ3304-007,2014CGAZ3304,,,,,,,,,0.000000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-12-18,2014-12-18,0.0,2.372086e+06,31.8547165920504,117.487824899561,安徽省,340000.0,合肥市,340100.0,肥东县,340122.0,31.8571527285862,117.318331066739,安徽省,340000,合肥市,340100,瑶海区,340102,合肥市重点工程建设管理局 合肥市重点工程建设管理局建设资金托管银行战略合作招标,协调能力
2014,西南出口西延工程监理,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa527d406b01528636812f010c?contractSign=0,2014-09-30,2016-01-28,合肥市重点工程建设管理局,上海三维工程建设咨询有限公司,2014CGAC2564-001,2014CGAC2564,,,,,,,,,45.080000万元,,,安徽省,农、林、牧、渔业,安徽合肥公共资源交易中心,2014-09-30,2014-09-30,45.08,2.372087e+06,31.8547165920504,117.487824899561,安徽省,340000.0,合肥市,340100.0,肥东县,340122.0,30.1789359164102,116.129877836615,安徽省,340000,安庆市,340800,宿松县,340826,合肥市重点工程建设管理局 西南出口西延工程监理,协调能力
2014,兰州大学第一医院脉动压力蒸汽灭菌器、全自动快速器械清洗消毒机、超声光散射乳腺成像系统医疗设备采购项目购销合同,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9538dc16901538dfde0381da6?contractSign=0,2014-05-12,2016-02-01,兰州大学第一医院,甘肃瀚诚鑫浩商贸有限公司,ZJ2015/03-ZCGK031,1259-15015,,,,,,,,,39.700000万元,,,甘肃省,卫生和社会工作,甘肃中金国际招标有限公司,2014-05-12,2014-05-12,39.7,2.372088e+06,39.7814726918301,98.2601444338353,甘肃省,620000.0,嘉峪关市,620200.0,嘉峪关市,620200.0,36.0597116681287,103.823579666472,甘肃省,620000,兰州市,620100,城关区,620102,兰州大学第一医院 兰州大学第一医院脉动压力蒸汽灭菌器、全自动快速器械清洗消毒机、超声光散射乳腺成像系统医疗设备采购项目购销合同,协调能力
2014,庆阳市卫生计生委综合监督执法局所需设备,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a9538dc16901538e00b2661e8a?contractSign=0,2014-12-14,2016-02-02,庆阳市卫生计生委综合监督执法局,庆阳亿洋商贸有限公司,YYSM2015-WSZF,QYZC2015-599,,,,,,,,,12.668000万元,,,甘肃省庆阳市,家用电器及电子产品专门零售,庆阳市公共资源交易中心,2014-12-14,2014-12-14,12.668,2.372089e+06,35.7142262688252,107.643642313677,甘肃省,620000.0,庆阳市,621000.0,西峰区,621002.0,35.7124393784462,107.635904851432,甘肃省,620000,庆阳市,621000,西峰区,621002,庆阳市卫生计生委综合监督执法局 庆阳市卫生计生委综合监督执法局所需设备,协调能力
2014,酒泉职业技术学院建设信息管理及网络考试系统采购项目,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382a953c55ad20153c664f1c302ba?contractSign=0,2014-11-27,2016-03-30,酒泉职业技术学院,酒泉市易通联合科贸有限责任公司,JQZFCG【2015】294号,JQZFCG【2015】294号,,,,,,,,,107.969000万元,,,甘肃省酒泉市,其他未列明信息技术服务业,酒泉市顺帆工程监理有限责任公司,2014-11-27,2014-11-27,107.969,2.37209e+06,39.6893310865681,98.4936827836642,甘肃省,620000.0,酒泉市,620900.0,肃州区,620902.0,39.7238269432642,98.5075021591376,甘肃省,620000,酒泉市,620900,肃州区,620902,酒泉职业技术学院 酒泉职业技术学院建设信息管理及网络考试系统采购项目,协调能力
2014,包7：X波段测波雷达系统,http://htgs.ccgp.gov.cn/GS8/contractpublish/detail/2c8382aa53ee5c120153ee9e1761003e?contractSign=0,2014-07-02,2016-04-07,舟山市海洋环境监测预报中心,武汉浩谱海洋探测系统有限公司,ZSFG-14014,SITEN-SX6-NE14109,,,,,,,,,648000.000000万元,,,浙江省舟山市定海区,海洋服务,上海上投招标有限公司,2014-07-02,2014-07-02,648000.0,2.372091e+06,30.0220526489498,122.102639846509,浙江省,330000.0,舟山市,330900.0,定海区,330902.0,30.0220526489498,122.102639846509,浙江省,330000,舟山市,330900,定海区,330902,舟山市海洋环境监测预报中心 包7：X波段测波雷达系统,协调能力
